,sender,text
549971,VM-NAPTOL,Thank You for shopping with Naaptol. Your delivery address has been validated and your order will be dispatched shortly.
338548,IA-IDEA,"RC449-114GB + Unlimited Loc/STD/Roaming Calls + 100SMS/D-82 Days. Hurry! Recharge Today!CHRG:,main_cost Rs 0.000,VOL:0.00 KB,BAL_LEFT:,main Rs 0.000"
126973,JA-JIOINF,"Now manage your JioFi on the go with MyJio app click http://jio.com/r/T7dUBHLF to login. To know more click https://youtu.be/QoaK__irYyM .
BT-656566,Download Unlimited hyderbad comedy Videos More, click below http://14.142.118.20/?uid=548&promote  http://14.142.118.20/?uid=260&promote"
450360,VM-BajajF,"OTP to login to Bajaj Finserv Customer Portal is confidential. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS OTP. PLEASE DO NOT SHARE IT WITH ANYONE. Your OTP is 767693. IF YOU HAVE NOT REQUESTED FOR THIS OTP, PLEASE CALL US ON 020-39574200"
245431,RM-FREETL,"Get 90GB 4G Data for 3 Month andUnlimited Premium SMS service,Toll free Services and High Speed Internet.Register Nowhttp://f2n.in/MWQHZQYLAAW"
24054,IM-KSRISK,XD2J0-Your a/c shows margin shortfall. Please transfer funds online or reduce positions immediately to avoid liquidation. Call us on 1800222299/30305757.
422993,IM-MAHABK,"Your A/c No xxxx6852 has been debited by Rs. 51.00 on 08-JUN-2018. A/c Bal is Rs. 2,614.88 CR and AVL Bal is Rs. 2,614.88"
110059,JG-JioPay,"?? ?????? ????? 8555834828 ?? 08-Jun-18 00:08 Hrs ?????? ?? ????? ???? MRP 399 ?????? ?? Data ?????? ?? ???? ?? ?????? ?????? ???? ???????? ???????????. ?? ????? ??????? ???????? ?????? ?? ????????? ????????? ?????? ???????????????. ???? ??????? ?? ???????? ????  ?? ?????? ????????? ???? ?? ????????????? ? ????? http://tiny.jio.com/DataBooster ?? ?????? ??????. ???????? ?????????, ??????????, ?????? ??????? ???? ????????????? ????????  ??????? ???????? 1991 ?? ???? ??????.
509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Rs3/SMS.Only 1st valid entry from a mobile number will be considered per question"
182937,ID-AxisBk,Hello! Your A/c no. 408416 has been credited with Rs. 1825 on 07May18. The A/c balance is Rs. 10034.02. Info: IMPS/P2A/812712396993/917012328456/comme
51696,VK-VFCARE,"Your Internet Pack has been renewed. Balance 1024 MB, Next Auto renewal date 09.06.2018 00:00:00."
468161,TX-RBONUS,"Win Rs.1,00,000 Today!Download, Register & Get Rs.1,000 + Daily Cash Prizes!Only Today! HURRY! Register Now!bit.ly/2Gq4AFL"
117367,MD-CAPFST,"Dear Customer, an EMI of Rs. 1768 will be debited on 05/05/2018  for your loan no. 9124581. Please ensure sufficient balance in your bank account no ending with 4671 on 4th of every month. Bounce charges of Rs 400 will be levied for each presentation if there is no sufficient balance maintained Capital First."
393162,DZ-KMSHOS,"Dear VIGNESH, Thank you for registration K M SPECIALITY HOSPITAL. Your HIS No 1700009015"
209744,AX-GoIBIB,<#> 4775 is your login OTP. Treat this as confidential. Goibibo will never call you to verify your OTP. aA7YXnBciKU
452891,JA-JioPay,"??? ????? ???? ???? 8160565054 ?? ????? 1.5 GB  ??? ????? ???? ?????? ??, 08-Jun-18 00:44 Hrs ???? ??% ????? ????? ??. ?????? ??????? ??? ????? ????? ????, ???? ?? ??? ??? ???. ????? ???? ??????? ???? ???? ????? ?????, ?? ???? ??? ????? ????, http://tiny.jio.com/MyJioVideo ????? ???. ?????? ??????? ???????, ???????, ??????? ????? ??? ?????? ??????? ??????? ???? ??? ????? ???? ???? ???? ???."
496131,VMSBGMBS,OTP for your UPI  of Rs.10000.00 through Anywhere Personal is 75720094. Do not share this with anyone. Bank will NEVER telephone you to verify it.
312312,TX-NikiAI,Your request is sent to JRI and we are awaiting confirmation. Will update you in the next 1 hour. Still Need Help? Write to support@niki.ai
648024,AX-INDMRT,"Dear Chinigepalli, your contact details with IndiaMART have been updated.Visit http://goim.in/P9OO3q4N to review these changes or call 09696969696 for help."
12353,AX-IndiGo,Dear Mrs Latif -Your IndiGo PNR is EJNG9E- 6E 436/658 20Jun IXRDEL/DELAMD 1425-1625/2045-2220. Use our website- https://www.goindigo.in to check flt. status or book next time.
106208,VM-INCASH,Loan Sanction in 3 minsCheck Ur Loan Sanction upto 7 Lacs: http://bit.ly/2Hydv8ZHere U Get Sanction In 3min: http://bit.ly/2Hydv8ZDownload Quick Sanction
309103,VKVNMONK,Book Your Cocktail Party Venue by 1st April at VenueMonk's Lowest Price Guarantee & Get Coupons worth 2000 FREE. HURRY 5 Days Left! http://bit.ly/PartyOffer
190963,VM-CAPFST,Your OTP is 417516
383937,VK-SBIUPI,"Dear SBI UPI User, your account is debited INR 150.0 on Date 2018-03-30 09:20:13 PM by UPI Ref No 808921948818.Download YONO @ www.yonosbi.com"
164908,TM-FLPKRT,"We have escalated your issue to the concerned team. We will resolve your problem by 02 Jun, 7:00 PM. You will get a call from a number starting with +9180679"
425704,IA-IDEA,"RC449- 114GB + Unlimited Loc/STD/Roaming Calls +100SMS/D-82 Days. Hurry! Recharge Today!CHRG:,main_cost Rs 0.000,VOL:0.00 KB,BAL_LEFT:,main Rs 0.000
509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question"
528922,JZ-JioPay,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8777693136 as of 26-Jan-18 19:46 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms"
280033,AXFEDBNK,"Dear Customer , You have added a new beneficiary with nickname PAANAM.The beneficiary will be active after 2 hours."
175893,JX-JioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 8709425733 as of 08-Jun-18 00:14 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataPack to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
575887,VK-OLACBS,"Ola presents 1+1 Tuesdays! Starting this week, enjoy exciting BOGO offers every Tuesday. To find out this week's offers. Know more: https://goo.gl/Jz1idA"
37133,JZ-JIOINF,"JIO PRIME MEMBERSHIPCONGRATS - YOU'RE ELIGIBLE!GRAB THIS ONCE IN A LIFETIME OPPORTUNITY FOR YOUR JIO NUMBER 7972988262- Voice free forever- Lowest data rates Guaranteed- Complimentary TV, Cinema, Music, Magazines, & other apps- Exclusive surprise deals from JioONE TIME FEE OF RS 99 ONLYLAST FEW DAYS TILL OFFER EXPIRESMILLIONS HAVE ALREADY JOINEDJOIN NOW, click http://jio.com/r/LjV7a6"
158400,JX-JioApp,"Dear Customer, As per your request, your JioTune song has been changed for your Jio Number 7005448768. Charges: Rs. 0.0 To Deactivate, please call 155223 or SMS STOP to 56789. Thankyou, Team Jio."
301367,JE-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 6239561783 as of 08-Jun-18 00:04 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
143721,BP-ATMSBI,"Thank you for using your SBI Debit Card 478XX8941 for a purchase worth Rs558.0 on POS  FREECHARGE at FREECHARGE txn# NU6371930770.If not done by you, forward this SMS from mobile number registered with SBI to 9223008333 to block your card. You may also call 1-800-111109"
256071,BW-HDFCBK,"An amount of Rs.4,000.00 has been debited from your a/c no: XXXX4832 for BillPay/Credit Card payment done using HDFC Bank NetBanking"
133517,AD-AXISMR,"Plan your holiday with Axis Bank Cards! Wednesday offers on domestic & international flights, domestic hotels (4-11:59pm). Visit: https://bit.ly/2uwidxw T&C"
685259,VK-AxisBk,INR 1000 was spent on your Credit Card XX2768 on 07-Jun-18 at SRUSHTI HOSPITAL. Avbl Lmt: Rs.62993.9
560653,DM-Amazon,Delivered: Your package with MTT iPhone 6S / 6 Case Slim Fit Apple Logo Display Premi... has been successfully delivered. More info at http://amzn.in/9x3Jjnz
154391,VD-VFCARE,"Hello, your Super Hour internet pack has ended. Hope you enjoyed unlimited surfing! To start another Super Hour, dial *444*4#. Power to you!"
138346,JA-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 8777398013 as of 08-Jun-18 00:10 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
372527,AX-SHAADI,"Hi Rahul K, 10 members have visited your profile and may be interested in you. Click https://t.shaadi.com/S/ljyha to view"
563582,TM-PHONPE,"Payment of Rs.500 for Idea Postpaid bill (9891581501) via PhonePe  (Transaction Id: N1805181019529141) has failed. If Rs.500 is deducted, it will be refunded within 7 - 9 working days."
264357,ID-IDEA,"LAST USAGE: 9.02MB, Pack: 5GB, 393 MB can be used till  2018-06-09, Data Unbilled: Rs 119.24
JD-509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question
VM-020001,Kindly submit the pending requirements for HDFC Life Application no. 1100046176695 to avoid cancellation. Pls check email/letter/portal for details. TnC apply"
5377,DM-PRLOAN,"Your Personal Loan Is Approved, Please Check Your Eligibility Now For Instant Loan. Click Here rml.lu/LLFL2S"
446966,ID-IDEA,"CHRG:,main_cost Rs 0.000,Free Vol MB:3.28,VOL:3.28 MB,BAL_LEFT:,main Rs 0.000,Free Vol MB:622.32,Exp:2018-06-28"
155910,ID-IDEA,"CHRG:,main_cost Rs 0.000,Free Sec:0,DUR:5 sec,BAL_LEFT:,main Rs 51.782Free Kundli ! Dial 55315"
653353,VKRummyC,Will you be the Man of the Match? Win 1st prize of Rs.5 Lakh*! Play & win your ticket NOW to win from a huge prize pool of Rs.12 Lakh*! HURRY! https://rummyc.co/RSL1
744223,ID-IDEA,"LAST USAGE: 31.27MB, Pack: Leftover, 48704 MB can be used till  2018-06-16, Data Unbilled: Rs 0."
701309,IM-ICICIB,"Dear Customer, Your fund transfer request for Rs.220.00 on 02-Apr-2018 04:27:24 could not be processed. Please try later. (IMPS Ref no. 809204989668)"
198228,AP-AIRBNK,Hello! You have initiated to add Rs.1.0 to your account  7009408072. Please keep the txn id 180608356752 for future reference
461863,MD-IRCTCi,"PNR 2607541624 ticket cancelled, Amt 345 will be refunded in your a/c with in 3-4 days. Please check your account/instrument from which this tkt was booked."
391392,TM-SNAPDL,"4577 is your verification code to login to your Snapdeal Account. It is valid for 8 minutes. Please note, it is not valid to login to your Freecharge Account."
47260,VK-FEDBNK,"Rs.256 debited by ECOM Txn using your card XX9043 at Flipkart Intern on 10APR2018 16:44:33.BAL-Rs.113.59.Call 18004251199,if not done by you-Federal Bank"
646794,TX-OLACAB,Raman  has shared his/her ride details on Ola with you. Please track here: https://www.olacabs.com/track/61hojth52t
252170,VK-iPaytm,"Received Rs.252 from 81XXXX1912. Txn id: 19194903675. Updated balance: Rs.257.0. For issues, reach us on 0120-33663377"
356998,VG-VFCARE,"Hello, we have renewed the daily 1GB data quota for your Vodafone RED Plan, which can be used till 09.06.2018 00:00:00. Happy Surfing!"
659401,VKMSEDCL,"Dear Consumer,we regret to inform that you may face power outage from 19-01-18 09:55 hrs to 19-01-18 18:00 hrs in your area for Con No 003210129722.MSEDCL"
135609,VK-SBIOTP,569072 is your One Time Password for online purchase of Rs 1010.00 at PHONEPE PRIVATE LIMI thru State Bank Debit Card ending 2205. Don't share this with anyone
183807,VK-IPAYTM,Rs.20000.00 paid to Nis Communication by 94XXXX6126 at 9:44 AM. Transaction id: 18016257515. Any concerns reach us at: 0120-33663377
490570,VK-RBLCRD,"We confirm receipt of Rs. 31364.00 for your RBL card ending XXXX-8443.Pls use NEFT to pay RBL card bill and get early credit of funds, IFSC code RATN0CRCARD
VM-155400,M-Pesa rewards the movie buff in U ! Get 15% cashback upto Rs100 at BookMyShow. Cashback is valid for 7 days from the date of credit TnC https://goo.gl/NLctHT
VM-155400,M-Pesa rewards the movie buff in U ! Get 15% cashback upto Rs100 at BookMyShow. Cashback is valid for 7 days from the date of credit TnC https://goo.gl/NLctHT"
173583,VM-WAYSMS,9222466607:Member Id : 3134710Username : SiddheshPassword : 123456- Sent via Way2Online. Download http://bit.ly/WAY22
135619,IM-PGDDLP,"To avail Virtual Class Room facility, download n install easy meeting software n attend the online class room  as per VCF time table provided in ur login.
56161940,Snapchat Code: 018348. Happy Snapping!"
66674,VK-ETMSIN,You have been marked as Boarded for Trip ID: 3810RB0300621/ 2330Drop Shift. If this is in error pls call Tpt HelpDesk.
715418,AIR-ACT,"ALERT_:You have used 90% of your daily data limit.Continue with high speed data on Airtel with extra 3GB(valid as per Unlimited Pack)@Rs49,recharge airtel.in/49"
214305,VM-JMFNSL,TACTICAL JMFS Research: Tactical Idea: Buy: Bajaj Auto (2980 to 2955):T1/T2/SL:3069.4/3099.2/2905.5 Refer Research disclaimers on www.jmfinancialservices.in
570325,JG-JioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 8077688683 as of 15-May-18 00:49 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataPack to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
76144,IMACSABB,"DDU-GKY uniform Quotes, TShirt-Rs.160, Cap-Rs.35, Bag-Rs.85 and female uniform-300, Contact: Arjan Corporate Solutions Ms. Meena sethi-8810518448"
484535,IM-IOCMKT,"Price at VASHI PETROLEUM 0000125865 on 23.02.2018 wef 06:00 Hrs is Rs 79.55/L for Petrol,Rs 82.32/L for XP,Rs 66.31/L for Diesel,Rs 69.50/L for XM."
117984,AX-PNBSMS,"Dear Customer, share your feedback regarding our Services. If you are satisfied with Contact Centre services send SMS as AY, otherwise send as AN on 5607040."
163389,VK-HDFCBK,"Rs.673.00 was spent on ur HDFCBank CREDIT Card ending 7708 on 2018-01-24:16:17:58 at SRS VALUE.Avl bal - Rs.196651.06, curr o/s - Rs.258348.94"
261144,VK-iPaytm,Paytm has added Rs.100 cashback in your Paytm wallet for Order #4721736600 of Movie Tickets (Promocode: TICKET100).. Upto Rs.200 Cashback on Pari tickets. Code:MOVIE200. T&C http://m.p-y.tm/spar .
670723,AX-HSEJOY,"Dear Ayesha Naseen, Thank you for your payment of 200.00 for your Beauty with job id 408199979. Please view the payment info in the 'My orders' section of the Housejoy app at http://onelink.to/housejoy . We will send you a detailed invoice on the closure of the job. Please call 18601234569 if you require any assistance."
119097,IM-ACETHR,"Hey Ram, Did you know?You can Earn upto Rs. 12,000 when you Refer your friend to Ace2Three - So, What are you waiting for? Refer Now & enjoy playing with them - http://m.a23.co.in/Gj_HxblE - Telangana Players Restricted - T&C Apply."
9156,IA-IDEA,"RC449-114GB + UL Calls -82 DCHRG:,Free Vol KB:3919.00,VOL:3918.58 KB,BAL_LEFT:,main Rs 0.000,Free Vol KB:958292.00,Exp:2018-06-15"
142084,ERecharge,"Congrats! You have won a FREE subscription of Airtel TV App! Watch 350+ Live TV Channels, Movies and TV shows. Data Charges to Apply.Click get.airtel.tv/bundle"
316858,VM-REWRDS,"Hi Jivan, get your Credit Card approved in ONE DAY! Explore our offers today. TnC apply bnkbzr.co/pZnZswiR
IM-6554563,DIAL *369*05#, LOC+STD 50 SMS @ Rs 5AAWAAZ mein Madhosh kar dene waali adaa..Dial *123#,suniye ROMANTIC MASALA Stories,charges as per content."
555522,IM-IndBnk,"Withdrawal of INR 2,082 Ac XXX595617 drawn th POS ID:11113262         on 19/12 at 20:49:21.Cl Bal: 145.35 CR - Indian Bank"
336687,AIR-ACT,ALERT-:100% of your daily data limit is used.Continue with high speed data on Airtel with extra 3GB(valid as per Unlimited Pack)at Rs46.Recharge on airtel.in/46
64752,VK-ICICIB,You have initiated a txn of INR 358.00 at apsrtconli on ICICI Bank Card 9004. OTP is 645886. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP.
697179,IM-CANBNK,"An amount of INR 16,000.00 has been CREDITED to  your account XXXXXXXXX8853 on 01/06/2018 towards Cash Deposit. Total Avail.bal INR 16,149.00
PP-612345,Dear Customer, kare Idea App download aur payien SPECIAL OFFER! Click kare bit.ly/pb449
PP-612345,Idea aaj ka Offer1.FTT282.FullTalktime RC 403.39-7000 L/N sec 28D4.41-41TT+L/S 30p 28D5.FREE Calls+114GB,82DClick bit.ly/2nQgMTn"
396933,JE-JioPay,"???? ???? ???? ???? 7889459809 ?? MRP 399 ?? ?????? ?? Data ??? ?????? ??? ????? ???? ???? ?? 100 % ????? 08-Jun-18 00:30 Hrs ?? ?? ???? ??| ??? ?????? ??????? ????? ? ???? ?? ???? ????? ??? ?? ?? ?????| ???? ?????? ?? ??????? ???? ?? ??? ????? ???? http://tiny.jio.com/DataBooster ?? ??? ????? ??????? ?? ???? ???? ???? ????| ???? ??????? ??????, ?????, ????? ?? ????? ?? ?? ??? ?? ??????? ?? ??? ???? ???? 1991"
760908,IM-CBSSBI,"Multi Option Deposit (FD) of Rs 1,39,000.00 created on 07/06/18 by Auto Sweep out of your SB A/c XXXXX453725. Avl SB Bal Rs 50,004.64"
406306,TM-KOTAKB,Rs.10 has been debited from your Kotak Account/Credit Card xx6623 for payment towards AIRCEL PREPAID on 27-JAN-2018 via Mobile Banking. Ref No. 457833066.
241906,JD-JioPay,"????? ??????? ?? ?????? ????????? ????? ???? 50% ????? 1.5 GB ???? ????? ?????????? ????? ???? ?????? 7892140892 ? ????  ????? 08-Jun-18 00:23 Hrs ????????.  ????? ?????????? ????? ????????? ???????????, 1299 ???? ???????? ???? ????? ????. ?????????????????? ???? ????????????? ?????? ?????? ???????? ???????, http://tiny.jio.com/MyJioVideo ?????? ????. ????? ???????? ??????????, ??????????, ????? ??????? ????? ?????????? ???????? ??????? ?????  ??????? 1991??  ???? ????."
148346,TM-PHONPE,You've transferred Rs.1000 from bank a/c ********0548 to State Bank Of India a/c XXXXXX0155.
